lpp_1943.1	"s1p: 
s1c: 
s1o: 
s1t: 
"	"s1p: publication-91
s1c: chapter
s1o: ordinal-entity
s1t: thing
"
minecraft-4-11-sun-and-birds-B31-A23_1365.57	"s57b: 
s57s2: 
s57s3: 
s57o: 
s57b2: 
"	"s57b: be-destined-for-91
s57s2: side
s57s3: square
s57o: orange
s57b2: broad-02
"
minecraft-4-11-sun-and-birds-B31-A23_1365.57	"s57b: 
s57s2: 
s57s3: 
s57o: 
s57b2: 
"	"s57b: be-destined-for-91
s57s2: side
s57s3: square
s57o: orange
s57b2: broad-02
"
minecraft-4-11-sun-and-birds-B31-A23_1365.58	"s58c: 
s58s: 
s58b: 
s58b2: 
s58p: 
s58i: 
s58a2: 
s58a: 
"	"s58c: correct-02
s58s: space
s58b: block
s58b2: blue
s58p: put-down-17
s58i: i
s58a2: already
s58a: umr-unknown
"
minecraft-4-11-sun-and-birds-B31-A23_1365.58	"s58c: 
s58s: 
s58b: 
s58b2: 
s58p: 
s58i: 
s58a2: 
s58a: 
"	"s58c: correct-02
s58s: space
s58b: block
s58b2: blue
s58p: put-down-17
s58i: i
s58a2: already
s58a: umr-unknown
"
minecraft-4-11-sun-and-birds-B31-A23_1365.59	"s59p: 
s59b: 
s59b2: 
s59b3: 
s59s: 
s59c: 
"	"s59p: put-down-17
s59b: builder
s59b2: block
s59b3: blue
s59s: space
s59c: cartesian-coordinate-entity
"
minecraft-4-11-sun-and-birds-B31-A23_1365.60	"s60p: 
s60b: 
s60b2: 
s60b3: 
s60s: 
s60c: 
"	"s60p: pick-up-04
s60b: builder
s60b2: block
s60b3: blue
s60s: space
s60c: cartesian-coordinate-entity
"
minecraft-4-11-sun-and-birds-B31-A23_1365.61	"s61c: 
"	"s61c: confirm-01
"
minecraft-4-11-sun-and-birds-B31-A23_1365.62	"s62n: 
s62i2: 
s62m: 
s62s: 
s62h: 
s62c: 
s62t: 
s62m3: 
s62p: 
s62m2: 
s62s2: 
s62b: 
"	"s62n: need-01
s62i2: it
s62m: move-01
s62s: space
s62h: have-degree-91
s62c: close-10
s62t: thing
s62m3: middle-01
s62p: plate
s62m2: more
s62s2: side
s62b: broad-02
"
minecraft-4-11-sun-and-birds-B31-A23_1365.62	"s62n: 
s62i2: 
s62m: 
s62s: 
s62h: 
s62c: 
s62t: 
s62m3: 
s62p: 
s62m2: 
s62s2: 
s62b: 
"	"s62n: need-01
s62i2: it
s62m: move-01
s62s: space
s62h: have-degree-91
s62c: close-10
s62t: thing
s62m3: middle-01
s62p: plate
s62m2: more
s62s2: side
s62b: broad-02
"
minecraft-4-11-sun-and-birds-B31-A23_1365.62	"s62n: 
s62i2: 
s62m: 
s62s: 
s62h: 
s62c: 
s62t: 
s62m3: 
s62p: 
s62m2: 
s62s2: 
s62b: 
"	"s62n: need-01
s62i2: it
s62m: move-01
s62s: space
s62h: have-degree-91
s62c: close-10
s62t: thing
s62m3: middle-01
s62p: plate
s62m2: more
s62s2: side
s62b: broad-02
"
minecraft-4-11-sun-and-birds-B31-A23_1365.62	"s62n: 
s62i2: 
s62m: 
s62s: 
s62h: 
s62c: 
s62t: 
s62m3: 
s62p: 
s62m2: 
s62s2: 
s62b: 
"	"s62n: need-01
s62i2: it
s62m: move-01
s62s: space
s62h: have-degree-91
s62c: close-10
s62t: thing
s62m3: middle-01
s62p: plate
s62m2: more
s62s2: side
s62b: broad-02
"
minecraft-4-11-sun-and-birds-B31-A23_1365.62	"s62n: 
s62i2: 
s62m: 
s62s: 
s62h: 
s62c: 
s62t: 
s62m3: 
s62p: 
s62m2: 
s62s2: 
s62b: 
"	"s62n: need-01
s62i2: it
s62m: move-01
s62s: space
s62h: have-degree-91
s62c: close-10
s62t: thing
s62m3: middle-01
s62p: plate
s62m2: more
s62s2: side
s62b: broad-02
"
minecraft-4-11-sun-and-birds-B31-A23_1365.62	"s62n: 
s62i2: 
s62m: 
s62s: 
s62h: 
s62c: 
s62t: 
s62m3: 
s62p: 
s62m2: 
s62s2: 
s62b: 
"	"s62n: need-01
s62i2: it
s62m: move-01
s62s: space
s62h: have-degree-91
s62c: close-10
s62t: thing
s62m3: middle-01
s62p: plate
s62m2: more
s62s2: side
s62b: broad-02
"
minecraft-4-11-sun-and-birds-B31-A23_1365.63	"s63p: 
s63b: 
s63b2: 
s63b3: 
s63s: 
s63c: 
"	"s63p: pick-up-04
s63b: builder
s63b2: block
s63b3: blue
s63s: space
s63c: cartesian-coordinate-entity
"
minecraft-4-11-sun-and-birds-B31-A23_1365.64	"s64a: 
s64o: 
s64d: 
s64y: 
s64i: 
s64s: 
s64o2: 
s64j: 
"	"s64a: and
s64o: okay-04
s64d: direct-01
s64y: you
s64i: i
s64s: square
s64o2: orange
s64j: just
"
minecraft-4-11-sun-and-birds-B31-A23_1365.64	"s64a: 
s64o: 
s64d: 
s64y: 
s64i: 
s64s: 
s64o2: 
s64j: 
"	"s64a: and
s64o: okay-04
s64d: direct-01
s64y: you
s64i: i
s64s: square
s64o2: orange
s64j: just
"
minecraft-4-11-sun-and-birds-B31-A23_1365.65	"s65m: 
s65o: 
"	"s65m: mean-91
s65o: orange
"
minecraft-4-11-sun-and-birds-B31-A23_1365.66	"s66s: 
s66l: 
s66c: 
s66b: 
"	"s66s: side
s66l: left-24
s66c: cartesian-framework-91
s66b: builder
"
minecraft-4-11-sun-and-birds-B31-A23_1365.66	"s66s: 
s66l: 
s66c: 
s66b: 
"	"s66s: side
s66l: left-24
s66c: cartesian-framework-91
s66b: builder
"
minecraft-4-11-sun-and-birds-B31-A23_1365.67	"s67s: 
s67t: 
s67r: 
"	"s67s: side
s67t: this
s67r: request-confirmation-91
"
minecraft-4-11-sun-and-birds-B31-A23_1365.68	"s68s: 
s68l: 
s68c: 
s68h: 
"	"s68s: stack
s68l: left-24
s68c: cartesian-framework-91
s68h: h-builder
"
minecraft-4-11-sun-and-birds-B31-A23_1365.68	"s68s: 
s68l: 
s68c: 
s68h: 
"	"s68s: stack
s68l: left-24
s68c: cartesian-framework-91
s68h: h-builder
"
minecraft-4-11-sun-and-birds-B31-A23_1365.69	"s69f: 
s69y: 
s69s: 
s69b: 
s69s2: 
s69c: 
"	"s69f: face-01
s69y: you
s69s: side
s69b: broad-02
s69s2: square
s69c: cartesian-framework-91
"
minecraft-4-11-sun-and-birds-B31-A23_1365.69	"s69f: 
s69y: 
s69s: 
s69b: 
s69s2: 
s69c: 
"	"s69f: face-01
s69y: you
s69s: side
s69b: broad-02
s69s2: square
s69c: cartesian-framework-91
"
minecraft-4-11-sun-and-birds-B31-A23_1365.69	"s69f: 
s69y: 
s69s: 
s69b: 
s69s2: 
s69c: 
"	"s69f: face-01
s69y: you
s69s: side
s69b: broad-02
s69s2: square
s69c: cartesian-framework-91
"
minecraft-4-11-sun-and-birds-B31-A23_1365.70	"s70o: 
"	"s70o: okay-04
"
minecraft-4-11-sun-and-birds-B31-A23_1365.71	"s71p: 
"	"s71p: perfect-02
"
minecraft-4-11-sun-and-birds-B31-A23_1365.72	"s72p: 
s72y: 
s72b: 
s72s: 
s72a: 
s72s2: 
s72l: 
s72c: 
s72d: 
s72b2: 
s72s3: 
s72t: 
"	"s72p: place-01
s72y: you
s72b: block
s72s: space
s72a: away-01
s72s2: stack
s72l: left-24
s72c: cartesian-framework-91
s72d: distance-quantity
s72b2: block
s72s3: side
s72t: this
"
minecraft-4-11-sun-and-birds-B31-A23_1365.72	"s72p: 
s72y: 
s72b: 
s72s: 
s72a: 
s72s2: 
s72l: 
s72c: 
s72d: 
s72b2: 
s72s3: 
s72t: 
"	"s72p: place-01
s72y: you
s72b: block
s72s: space
s72a: away-01
s72s2: stack
s72l: left-24
s72c: cartesian-framework-91
s72d: distance-quantity
s72b2: block
s72s3: side
s72t: this
"
minecraft-4-11-sun-and-birds-B31-A23_1365.72	"s72p: 
s72y: 
s72b: 
s72s: 
s72a: 
s72s2: 
s72l: 
s72c: 
s72d: 
s72b2: 
s72s3: 
s72t: 
"	"s72p: place-01
s72y: you
s72b: block
s72s: space
s72a: away-01
s72s2: stack
s72l: left-24
s72c: cartesian-framework-91
s72d: distance-quantity
s72b2: block
s72s3: side
s72t: this
"
minecraft-4-11-sun-and-birds-B31-A23_1365.72	"s72p: 
s72y: 
s72b: 
s72s: 
s72a: 
s72s2: 
s72l: 
s72c: 
s72d: 
s72b2: 
s72s3: 
s72t: 
"	"s72p: place-01
s72y: you
s72b: block
s72s: space
s72a: away-01
s72s2: stack
s72l: left-24
s72c: cartesian-framework-91
s72d: distance-quantity
s72b2: block
s72s3: side
s72t: this
"
minecraft-4-11-sun-and-birds-B31-A23_1365.73	"s73p: 
s73b: 
s73b2: 
s73b3: 
s73s: 
s73c: 
"	"s73p: put-down-17
s73b: builder
s73b2: block
s73b3: blue
s73s: space
s73c: cartesian-coordinate-entity
"
minecraft-4-11-sun-and-birds-B31-A23_1365.74	"s74p: 
s74b: 
s74b2: 
s74b3: 
s74s: 
s74c: 
"	"s74p: put-down-17
s74b: builder
s74b2: block
s74b3: blue
s74s: space
s74c: cartesian-coordinate-entity
"
minecraft-4-11-sun-and-birds-B31-A23_1365.75	"s75p: 
s75b: 
s75b2: 
s75b3: 
s75s: 
s75c: 
"	"s75p: pick-up-04
s75b: builder
s75b2: block
s75b3: blue
s75s: space
s75c: cartesian-coordinate-entity
"
minecraft-4-11-sun-and-birds-B31-A23_1365.76	"s76a: 
s76b: 
s76b2: 
s76t: 
s76b3: 
s76b4: 
s76o: 
s76s: 
s76t2: 
s76a2: 
s76m: 
"	"s76a: umr-choice
s76b: between-01
s76b2: block
s76t: they
s76b3: be-destined-for-91
s76b4: block
s76o: ordinal-entity
s76s: square
s76t2: trajectory
s76a2: away-01
s76m: move-01
"
minecraft-4-11-sun-and-birds-B31-A23_1365.76	"s76a: 
s76b: 
s76b2: 
s76t: 
s76b3: 
s76b4: 
s76o: 
s76s: 
s76t2: 
s76a2: 
s76m: 
"	"s76a: umr-choice
s76b: between-01
s76b2: block
s76t: they
s76b3: be-destined-for-91
s76b4: block
s76o: ordinal-entity
s76s: square
s76t2: trajectory
s76a2: away-01
s76m: move-01
"
minecraft-4-11-sun-and-birds-B31-A23_1365.76	"s76a: 
s76b: 
s76b2: 
s76t: 
s76b3: 
s76b4: 
s76o: 
s76s: 
s76t2: 
s76a2: 
s76m: 
"	"s76a: umr-choice
s76b: between-01
s76b2: block
s76t: they
s76b3: be-destined-for-91
s76b4: block
s76o: ordinal-entity
s76s: square
s76t2: trajectory
s76a2: away-01
s76m: move-01
"
minecraft-4-11-sun-and-birds-B31-A23_1365.76	"s76a: 
s76b: 
s76b2: 
s76t: 
s76b3: 
s76b4: 
s76o: 
s76s: 
s76t2: 
s76a2: 
s76m: 
"	"s76a: umr-choice
s76b: between-01
s76b2: block
s76t: they
s76b3: be-destined-for-91
s76b4: block
s76o: ordinal-entity
s76s: square
s76t2: trajectory
s76a2: away-01
s76m: move-01
"
minecraft-4-11-sun-and-birds-B31-A23_1365.77	"s77b: 
s77s: 
s77h: 
s77c: 
s77b2: 
s77o: 
s77m: 
s77d: 
s77s2: 
s77h2: 
"	"s77b: be-destined-for-91
s77s: space
s77h: have-degree-91
s77c: close-10
s77b2: block
s77o: orange
s77m: more
s77d: distance-quantity
s77s2: space
s77h2: have-substitute-91
"
minecraft-4-11-sun-and-birds-B31-A23_1365.77	"s77b: 
s77s: 
s77h: 
s77c: 
s77b2: 
s77o: 
s77m: 
s77d: 
s77s2: 
s77h2: 
"	"s77b: be-destined-for-91
s77s: space
s77h: have-degree-91
s77c: close-10
s77b2: block
s77o: orange
s77m: more
s77d: distance-quantity
s77s2: space
s77h2: have-substitute-91
"
minecraft-4-11-sun-and-birds-B31-A23_1365.77	"s77b: 
s77s: 
s77h: 
s77c: 
s77b2: 
s77o: 
s77m: 
s77d: 
s77s2: 
s77h2: 
"	"s77b: be-destined-for-91
s77s: space
s77h: have-degree-91
s77c: close-10
s77b2: block
s77o: orange
s77m: more
s77d: distance-quantity
s77s2: space
s77h2: have-substitute-91
"
minecraft-4-11-sun-and-birds-B31-A23_1365.77	"s77b: 
s77s: 
s77h: 
s77c: 
s77b2: 
s77o: 
s77m: 
s77d: 
s77s2: 
s77h2: 
"	"s77b: be-destined-for-91
s77s: space
s77h: have-degree-91
s77c: close-10
s77b2: block
s77o: orange
s77m: more
s77d: distance-quantity
s77s2: space
s77h2: have-substitute-91
"
minecraft-4-11-sun-and-birds-B31-A23_1365.78	"s78p: 
s78b: 
s78b2: 
s78b3: 
s78s: 
s78c: 
"	"s78p: put-down-17
s78b: builder
s78b2: block
s78b3: blue
s78s: space
s78c: cartesian-coordinate-entity
"
minecraft-4-11-sun-and-birds-B31-A23_1365.79	"s79p: 
s79b: 
s79b2: 
s79b3: 
s79s: 
s79c: 
"	"s79p: put-down-17
s79b: builder
s79b2: block
s79b3: blue
s79s: space
s79c: cartesian-coordinate-entity
"
minecraft-4-11-sun-and-birds-B31-A23_1365.80	"s80p: 
s80b: 
s80b2: 
s80b3: 
s80s: 
s80c: 
"	"s80p: pick-up-04
s80b: builder
s80b2: block
s80b3: blue
s80s: space
s80c: cartesian-coordinate-entity
"
minecraft-4-11-sun-and-birds-B31-A23_1365.81	"s81p: 
s81b: 
s81b2: 
s81b3: 
s81s: 
s81c: 
"	"s81p: pick-up-04
s81b: builder
s81b2: block
s81b3: blue
s81s: space
s81c: cartesian-coordinate-entity
"
minecraft-4-11-sun-and-birds-B31-A23_1365.82	"s82o: 
"	"s82o: okay-04
"
minecraft-4-11-sun-and-birds-B31-A23_1365.83	"s83l: 
s83t: 
s83s: 
s83n: 
"	"s83l: look-02
s83t: this
s83s: staircase
s83n: narrow-02
"
minecraft-4-11-sun-and-birds-B31-A23_1365.83	"s83l: 
s83t: 
s83s: 
s83n: 
"	"s83l: look-02
s83t: this
s83s: staircase
s83n: narrow-02
"
minecraft-4-11-sun-and-birds-B31-A23_1365.84	"s84p: 
s84y: 
s84b: 
s84s: 
s84o: 
s84t: 
s84c: 
s84b2: 
"	"s84p: put-01
s84y: you
s84b: block
s84s: space
s84o: on-top-03
s84t: that
s84c: cartesian-framework-91
s84b2: build-space
"
minecraft-4-11-sun-and-birds-B31-A23_1365.84	"s84p: 
s84y: 
s84b: 
s84s: 
s84o: 
s84t: 
s84c: 
s84b2: 
"	"s84p: put-01
s84y: you
s84b: block
s84s: space
s84o: on-top-03
s84t: that
s84c: cartesian-framework-91
s84b2: build-space
"
minecraft-4-11-sun-and-birds-B31-A23_1365.84	"s84p: 
s84y: 
s84b: 
s84s: 
s84o: 
s84t: 
s84c: 
s84b2: 
"	"s84p: put-01
s84y: you
s84b: block
s84s: space
s84o: on-top-03
s84t: that
s84c: cartesian-framework-91
s84b2: build-space
"
minecraft-4-11-sun-and-birds-B31-A23_1365.85	"s85p: 
s85b: 
s85b2: 
s85b3: 
s85s: 
s85c: 
"	"s85p: put-down-17
s85b: builder
s85b2: block
s85b3: blue
s85s: space
s85c: cartesian-coordinate-entity
"
minecraft-4-11-sun-and-birds-B31-A23_1365.86	"s86m: 
s86b5: 
s86s3: 
s86l: 
s86b: 
s86t: 
s86c: 
s86i3: 
s86s2: 
s86f: 
s86s: 
s86p: 
s86y: 
s86b2: 
s86b3: 
s86b4: 
s86c2: 
s86i4: 
s86h: 
"	"s86m: mean-91
s86b5: be-destined-for-91
s86s3: space
s86l: left-20
s86b: block
s86t: that
s86c: cartesian-framework-91
s86i3: intrinsic-image
s86s2: side
s86f: face-01
s86s: space
s86p: place-01
s86y: you
s86b2: block
s86b3: blue
s86b4: before
s86c2: cartesian-framework-91
s86i4: intrinsic-ad-hoc-face
s86h: have-substitute-91
"
minecraft-4-11-sun-and-birds-B31-A23_1365.86	"s86m: 
s86b5: 
s86s3: 
s86l: 
s86b: 
s86t: 
s86c: 
s86i3: 
s86s2: 
s86f: 
s86s: 
s86p: 
s86y: 
s86b2: 
s86b3: 
s86b4: 
s86c2: 
s86i4: 
s86h: 
"	"s86m: mean-91
s86b5: be-destined-for-91
s86s3: space
s86l: left-20
s86b: block
s86t: that
s86c: cartesian-framework-91
s86i3: intrinsic-image
s86s2: side
s86f: face-01
s86s: space
s86p: place-01
s86y: you
s86b2: block
s86b3: blue
s86b4: before
s86c2: cartesian-framework-91
s86i4: intrinsic-ad-hoc-face
s86h: have-substitute-91
"
minecraft-4-11-sun-and-birds-B31-A23_1365.86	"s86m: 
s86b5: 
s86s3: 
s86l: 
s86b: 
s86t: 
s86c: 
s86i3: 
s86s2: 
s86f: 
s86s: 
s86p: 
s86y: 
s86b2: 
s86b3: 
s86b4: 
s86c2: 
s86i4: 
s86h: 
"	"s86m: mean-91
s86b5: be-destined-for-91
s86s3: space
s86l: left-20
s86b: block
s86t: that
s86c: cartesian-framework-91
s86i3: intrinsic-image
s86s2: side
s86f: face-01
s86s: space
s86p: place-01
s86y: you
s86b2: block
s86b3: blue
s86b4: before
s86c2: cartesian-framework-91
s86i4: intrinsic-ad-hoc-face
s86h: have-substitute-91
"
minecraft-4-11-sun-and-birds-B31-A23_1365.86	"s86m: 
s86b5: 
s86s3: 
s86l: 
s86b: 
s86t: 
s86c: 
s86i3: 
s86s2: 
s86f: 
s86s: 
s86p: 
s86y: 
s86b2: 
s86b3: 
s86b4: 
s86c2: 
s86i4: 
s86h: 
"	"s86m: mean-91
s86b5: be-destined-for-91
s86s3: space
s86l: left-20
s86b: block
s86t: that
s86c: cartesian-framework-91
s86i3: intrinsic-image
s86s2: side
s86f: face-01
s86s: space
s86p: place-01
s86y: you
s86b2: block
s86b3: blue
s86b4: before
s86c2: cartesian-framework-91
s86i4: intrinsic-ad-hoc-face
s86h: have-substitute-91
"
minecraft-4-11-sun-and-birds-B31-A23_1365.86	"s86m: 
s86b5: 
s86s3: 
s86l: 
s86b: 
s86t: 
s86c: 
s86i3: 
s86s2: 
s86f: 
s86s: 
s86p: 
s86y: 
s86b2: 
s86b3: 
s86b4: 
s86c2: 
s86i4: 
s86h: 
"	"s86m: mean-91
s86b5: be-destined-for-91
s86s3: space
s86l: left-20
s86b: block
s86t: that
s86c: cartesian-framework-91
s86i3: intrinsic-image
s86s2: side
s86f: face-01
s86s: space
s86p: place-01
s86y: you
s86b2: block
s86b3: blue
s86b4: before
s86c2: cartesian-framework-91
s86i4: intrinsic-ad-hoc-face
s86h: have-substitute-91
"
minecraft-4-11-sun-and-birds-B31-A23_1365.86	"s86m: 
s86b5: 
s86s3: 
s86l: 
s86b: 
s86t: 
s86c: 
s86i3: 
s86s2: 
s86f: 
s86s: 
s86p: 
s86y: 
s86b2: 
s86b3: 
s86b4: 
s86c2: 
s86i4: 
s86h: 
"	"s86m: mean-91
s86b5: be-destined-for-91
s86s3: space
s86l: left-20
s86b: block
s86t: that
s86c: cartesian-framework-91
s86i3: intrinsic-image
s86s2: side
s86f: face-01
s86s: space
s86p: place-01
s86y: you
s86b2: block
s86b3: blue
s86b4: before
s86c2: cartesian-framework-91
s86i4: intrinsic-ad-hoc-face
s86h: have-substitute-91
"
minecraft-4-11-sun-and-birds-B31-A23_1365.86	"s86m: 
s86b5: 
s86s3: 
s86l: 
s86b: 
s86t: 
s86c: 
s86i3: 
s86s2: 
s86f: 
s86s: 
s86p: 
s86y: 
s86b2: 
s86b3: 
s86b4: 
s86c2: 
s86i4: 
s86h: 
"	"s86m: mean-91
s86b5: be-destined-for-91
s86s3: space
s86l: left-20
s86b: block
s86t: that
s86c: cartesian-framework-91
s86i3: intrinsic-image
s86s2: side
s86f: face-01
s86s: space
s86p: place-01
s86y: you
s86b2: block
s86b3: blue
s86b4: before
s86c2: cartesian-framework-91
s86i4: intrinsic-ad-hoc-face
s86h: have-substitute-91
"
minecraft-4-11-sun-and-birds-B31-A23_1365.86	"s86m: 
s86b5: 
s86s3: 
s86l: 
s86b: 
s86t: 
s86c: 
s86i3: 
s86s2: 
s86f: 
s86s: 
s86p: 
s86y: 
s86b2: 
s86b3: 
s86b4: 
s86c2: 
s86i4: 
s86h: 
"	"s86m: mean-91
s86b5: be-destined-for-91
s86s3: space
s86l: left-20
s86b: block
s86t: that
s86c: cartesian-framework-91
s86i3: intrinsic-image
s86s2: side
s86f: face-01
s86s: space
s86p: place-01
s86y: you
s86b2: block
s86b3: blue
s86b4: before
s86c2: cartesian-framework-91
s86i4: intrinsic-ad-hoc-face
s86h: have-substitute-91
"
minecraft-4-11-sun-and-birds-B31-A23_1365.87	"s87o: 
"	"s87o: okay-04
"
minecraft-4-11-sun-and-birds-B31-A23_1365.88	"s88p: 
s88y: 
s88b: 
s88b2: 
s88s: 
s88n: 
s88b3: 
s88t: 
s88c: 
s88b4: 
s88c2: 
s88i2: 
"	"s88p: place-01
s88y: you
s88b: block
s88b2: blue
s88s: space
s88n: next-to-02
s88b3: block
s88t: top-06
s88c: cartesian-framework-91
s88b4: build-space
s88c2: cartesian-framework-91
s88i2: intrinsic-image
"
minecraft-4-11-sun-and-birds-B31-A23_1365.88	"s88p: 
s88y: 
s88b: 
s88b2: 
s88s: 
s88n: 
s88b3: 
s88t: 
s88c: 
s88b4: 
s88c2: 
s88i2: 
"	"s88p: place-01
s88y: you
s88b: block
s88b2: blue
s88s: space
s88n: next-to-02
s88b3: block
s88t: top-06
s88c: cartesian-framework-91
s88b4: build-space
s88c2: cartesian-framework-91
s88i2: intrinsic-image
"
minecraft-4-11-sun-and-birds-B31-A23_1365.88	"s88p: 
s88y: 
s88b: 
s88b2: 
s88s: 
s88n: 
s88b3: 
s88t: 
s88c: 
s88b4: 
s88c2: 
s88i2: 
"	"s88p: place-01
s88y: you
s88b: block
s88b2: blue
s88s: space
s88n: next-to-02
s88b3: block
s88t: top-06
s88c: cartesian-framework-91
s88b4: build-space
s88c2: cartesian-framework-91
s88i2: intrinsic-image
"
minecraft-4-11-sun-and-birds-B31-A23_1365.88	"s88p: 
s88y: 
s88b: 
s88b2: 
s88s: 
s88n: 
s88b3: 
s88t: 
s88c: 
s88b4: 
s88c2: 
s88i2: 
"	"s88p: place-01
s88y: you
s88b: block
s88b2: blue
s88s: space
s88n: next-to-02
s88b3: block
s88t: top-06
s88c: cartesian-framework-91
s88b4: build-space
s88c2: cartesian-framework-91
s88i2: intrinsic-image
"
minecraft-4-11-sun-and-birds-B31-A23_1365.88	"s88p: 
s88y: 
s88b: 
s88b2: 
s88s: 
s88n: 
s88b3: 
s88t: 
s88c: 
s88b4: 
s88c2: 
s88i2: 
"	"s88p: place-01
s88y: you
s88b: block
s88b2: blue
s88s: space
s88n: next-to-02
s88b3: block
s88t: top-06
s88c: cartesian-framework-91
s88b4: build-space
s88c2: cartesian-framework-91
s88i2: intrinsic-image
"
minecraft-4-11-sun-and-birds-B31-A23_1365.89	"s89p: 
s89b: 
s89b2: 
s89b3: 
s89s: 
s89c: 
"	"s89p: put-down-17
s89b: builder
s89b2: block
s89b3: blue
s89s: space
s89c: cartesian-coordinate-entity
"
minecraft-4-11-sun-and-birds-B31-A23_1365.90	"s90p: 
s90y: 
s90t2: 
s90s: 
s90o2: 
s90t: 
s90c: 
s90b: 
"	"s90p: place-01
s90y: you
s90t2: thing
s90s: space
s90o2: on-top-03
s90t: that
s90c: cartesian-framework-91
s90b: build-space
"
minecraft-4-11-sun-and-birds-B31-A23_1365.90	"s90p: 
s90y: 
s90t2: 
s90s: 
s90o2: 
s90t: 
s90c: 
s90b: 
"	"s90p: place-01
s90y: you
s90t2: thing
s90s: space
s90o2: on-top-03
s90t: that
s90c: cartesian-framework-91
s90b: build-space
"
minecraft-4-11-sun-and-birds-B31-A23_1365.90	"s90p: 
s90y: 
s90t2: 
s90s: 
s90o2: 
s90t: 
s90c: 
s90b: 
"	"s90p: place-01
s90y: you
s90t2: thing
s90s: space
s90o2: on-top-03
s90t: that
s90c: cartesian-framework-91
s90b: build-space
"
minecraft-4-11-sun-and-birds-B31-A23_1365.91	"s91p: 
s91b: 
s91b2: 
s91b3: 
s91s: 
s91c: 
"	"s91p: put-down-17
s91b: builder
s91b2: block
s91b3: blue
s91s: space
s91c: cartesian-coordinate-entity
"
minecraft-4-11-sun-and-birds-B31-A23_1365.93	"s93a: 
s93h: 
s93g: 
s93i2: 
s93t: 
s93w: 
"	"s93a: and
s93h: heck
s93g: go-35
s93i2: it
s93t: trajectory
s93w: wrong-04
"
minecraft-4-11-sun-and-birds-B31-A23_1365.93	"s93a: 
s93h: 
s93g: 
s93i2: 
s93t: 
s93w: 
"	"s93a: and
s93h: heck
s93g: go-35
s93i2: it
s93t: trajectory
s93w: wrong-04
"
minecraft-4-11-sun-and-birds-B31-A23_1365.94	"s94r: 
s94d: 
s94i2: 
s94a: 
"	"s94r: recommend-01
s94d: direction
s94i2: it
s94a: umr-unknown
"
minecraft-4-11-sun-and-birds-B31-A23_1365.95	"s95a2: 
s95f: 
s95i: 
s95t: 
s95a: 
"	"s95a2: and
s95f: fault-01
s95i: i
s95t: that
s95a: apologize-01
"
minecraft-4-11-sun-and-birds-B31-A23_1365.95	"s95a2: 
s95f: 
s95i: 
s95t: 
s95a: 
"	"s95a2: and
s95f: fault-01
s95i: i
s95t: that
s95a: apologize-01
"
minecraft-4-11-sun-and-birds-B31-A23_1365.96	"s96w: 
s96y: 
"	"s96w: worry-02
s96y: you
"
minecraft-4-11-sun-and-birds-B31-A23_1365.97	"s97a: 
s97a2: 
s97y: 
s97t: 
s97o: 
s97m: 
s97s: 
s97l: 
s97b: 
s97o2: 
s97c: 
s97t2: 
s97s2: 
s97r: 
"	"s97a: and
s97a2: add-02
s97y: you
s97t: thing
s97o: orange
s97m: more
s97s: side
s97l: left-24
s97b: block
s97o2: orange
s97c: cartesian-framework-91
s97t2: take-off-07
s97s2: stack
s97r: right-10
"
minecraft-4-11-sun-and-birds-B31-A23_1365.97	"s97a: 
s97a2: 
s97y: 
s97t: 
s97o: 
s97m: 
s97s: 
s97l: 
s97b: 
s97o2: 
s97c: 
s97t2: 
s97s2: 
s97r: 
"	"s97a: and
s97a2: add-02
s97y: you
s97t: thing
s97o: orange
s97m: more
s97s: side
s97l: left-24
s97b: block
s97o2: orange
s97c: cartesian-framework-91
s97t2: take-off-07
s97s2: stack
s97r: right-10
"
minecraft-4-11-sun-and-birds-B31-A23_1365.97	"s97a: 
s97a2: 
s97y: 
s97t: 
s97o: 
s97m: 
s97s: 
s97l: 
s97b: 
s97o2: 
s97c: 
s97t2: 
s97s2: 
s97r: 
"	"s97a: and
s97a2: add-02
s97y: you
s97t: thing
s97o: orange
s97m: more
s97s: side
s97l: left-24
s97b: block
s97o2: orange
s97c: cartesian-framework-91
s97t2: take-off-07
s97s2: stack
s97r: right-10
"
minecraft-4-11-sun-and-birds-B31-A23_1365.97	"s97a: 
s97a2: 
s97y: 
s97t: 
s97o: 
s97m: 
s97s: 
s97l: 
s97b: 
s97o2: 
s97c: 
s97t2: 
s97s2: 
s97r: 
"	"s97a: and
s97a2: add-02
s97y: you
s97t: thing
s97o: orange
s97m: more
s97s: side
s97l: left-24
s97b: block
s97o2: orange
s97c: cartesian-framework-91
s97t2: take-off-07
s97s2: stack
s97r: right-10
"
minecraft-4-11-sun-and-birds-B31-A23_1365.97	"s97a: 
s97a2: 
s97y: 
s97t: 
s97o: 
s97m: 
s97s: 
s97l: 
s97b: 
s97o2: 
s97c: 
s97t2: 
s97s2: 
s97r: 
"	"s97a: and
s97a2: add-02
s97y: you
s97t: thing
s97o: orange
s97m: more
s97s: side
s97l: left-24
s97b: block
s97o2: orange
s97c: cartesian-framework-91
s97t2: take-off-07
s97s2: stack
s97r: right-10
"
